file,artist,genre,style,search
Art_Nouveau_Modern/nicholas-roerich_study-of-scene-design-for-tristan-und-isolde-1912.jpg,14,design,143,nicholas-roerich/study-of-scene-design-for-tristan-und-isolde-1912
Impressionism/john-singer-sargent_magnolias.jpg,11,flower painting,152,john-singer-sargent/magnolias
Symbolism/nicholas-roerich_himalayas-with-setting-moon.jpg,14,cloudscape,164,nicholas-roerich/himalayas-with-setting-moon
Realism/ilya-repin_in-the-besieged-moscow-in-1812-1912.jpg,8,battle painting,161,ilya-repin/in-the-besieged-moscow-in-1812-1912
Baroque/rembrandt_self-portrait-open-mouthed-1630.jpg,20,self-portrait,144,rembrandt/self-portrait-open-mouthed-1630
Realism/pyotr-konchalovsky_still-life-lilacs-in-the-tub-1946.jpg,18,flower painting,161,pyotr-konchalovsky/still-life-lilacs-in-the-tub-1946
Romanticism/ivan-aivazovsky_reval-1844.jpg,9,marina,163,ivan-aivazovsky/reval-1844
Impressionism/claude-monet_water-lilies-1917-7.jpg,4,flower painting,152,claude-monet/water-lilies-1917-7
Realism/pyotr-konchalovsky_children-in-the-studio-1947.jpg,18,interior,161,pyotr-konchalovsky/children-in-the-studio-1947
Post_Impressionism/martiros-saryan_flowers-1913.jpg,13,flower painting,160,martiros-saryan/flowers-1913
Post_Impressionism/pyotr-konchalovsky_self-portrait-with-family.jpg,18,self-portrait,160,pyotr-konchalovsky/self-portrait-with-family
Northern_Renaissance/albrecht-durer_garza.jpg,0,animal painting,157,albrecht-durer/garza
Art_Nouveau_Modern/nicholas-roerich_vaydelots-1914.jpg,14,mythological painting,143,nicholas-roerich/vaydelots-1914
Realism/boris-kustodiev_self-portrait-1905.jpg,1,self-portrait,161,boris-kustodiev/self-portrait-1905
Realism/pyotr-konchalovsky_the-window-of-the-poet-1935.jpg,18,interior,161,pyotr-konchalovsky/the-window-of-the-poet-1935
Art_Nouveau_Modern/nicholas-roerich_city-wall-1909.jpg,14,design,143,nicholas-roerich/city-wall-1909
Post_Impressionism/vincent-van-gogh_self-portrait-1887-7.jpg,22,self-portrait,160,vincent-van-gogh/self-portrait-1887-7
Fauvism/martiros-saryan_mules-laden-with-hay-1910.jpg,13,animal painting,150,martiros-saryan/mules-laden-with-hay-1910
Art_Nouveau_Modern/raphael-kirchner_scenes-of-ancient-greece-1903-2.jpg,19,design,143,raphael-kirchner/scenes-of-ancient-greece-1903-2
Romanticism/ivan-aivazovsky_wave-1895.jpg,9,marina,163,ivan-aivazovsky/wave-1895
Impressionism/claude-monet_water-lily-pond-1919-2.jpg,4,flower painting,152,claude-monet/water-lily-pond-1919-2
Impressionism/childe-hassam_the-isles-of-shoals.jpg,3,marina,152,childe-hassam/the-isles-of-shoals
Symbolism/salvador-dali_gradiva-finds-the-anthropomorphic-ruins.jpg,21,figurative,164,salvador-dali/gradiva-finds-the-anthropomorphic-ruins
Impressionism/claude-monet_three-fishing-boats.jpg,4,marina,152,claude-monet/three-fishing-boats
Art_Nouveau_Modern/raphael-kirchner_modern-girls-1901-2.jpg,19,design,143,raphael-kirchner/modern-girls-1901-2
Romanticism/ivan-aivazovsky_meeting-of-the-brig-mercury-with-the-russian-squadron-after-the-defeat-of-two-turkish-1848.jpg,9,marina,163,ivan-aivazovsky/meeting-of-the-brig-mercury-with-the-russian-squadron-after-the-defeat-of-two-turkish-1848
Impressionism/pierre-auguste-renoir_vase-of-flowers-3.jpg,17,flower painting,152,pierre-auguste-renoir/vase-of-flowers-3
Realism/boris-kustodiev_self-portrait-1904-2.jpg,1,self-portrait,161,boris-kustodiev/self-portrait-1904-2
Northern_Renaissance/albrecht-durer_self-portrait-with-a-wrap-1492.jpg,0,self-portrait,157,albrecht-durer/self-portrait-with-a-wrap-1492
Romanticism/ivan-aivazovsky_cristofor-columb-1875.jpg,9,marina,163,ivan-aivazovsky/cristofor-columb-1875
Post_Impressionism/vincent-van-gogh_self-portrait-1888-1.jpg,22,self-portrait,160,vincent-van-gogh/self-portrait-1888-1
Northern_Renaissance/albrecht-durer_the-chandelier-females-1513.jpg,0,mythological painting,157,albrecht-durer/the-chandelier-females-1513
Baroque/rembrandt_self-portrait-as-a-young-man-1634.jpg,20,self-portrait,144,rembrandt/self-portrait-as-a-young-man-1634
Impressionism/edgar-degas_study-for-the-self-portrait-1855.jpg,5,self-portrait,152,edgar-degas/study-for-the-self-portrait-1855
Realism/ilya-repin_state-council-hall.jpg,8,interior,161,ilya-repin/state-council-hall
Realism/ilya-repin_peter-the-great-on-the-hunt.jpg,8,history painting,161,ilya-repin/peter-the-great-on-the-hunt
Baroque/rembrandt_self-portrait-in-velvet-cap-and-plume-1638.jpg,20,self-portrait,144,rembrandt/self-portrait-in-velvet-cap-and-plume-1638
Art_Nouveau_Modern/nicholas-roerich_kurvenal-1912.jpg,14,design,143,nicholas-roerich/kurvenal-1912
Art_Nouveau_Modern/raphael-kirchner_girls-with-beige-border.jpg,19,design,143,raphael-kirchner/girls-with-beige-border
Impressionism/claude-monet_water-lilies-5.jpg,4,flower painting,152,claude-monet/water-lilies-5
Impressionism/claude-monet_the-sea-and-the-alps.jpg,4,marina,152,claude-monet/the-sea-and-the-alps
Impressionism/pierre-auguste-renoir_bouquet-of-flowers-1878.jpg,17,flower painting,152,pierre-auguste-renoir/bouquet-of-flowers-1878
Impressionism/paul-cezanne_the-battle-of-love-1876.jpg,16,mythological painting,152,paul-cezanne/the-battle-of-love-1876
Impressionism/eugene-boudin_near-camaret.jpg,6,marina,152,eugene-boudin/near-camaret
Art_Nouveau_Modern/nicholas-roerich_terem-of-yaroslavna-1.jpg,14,design,143,nicholas-roerich/terem-of-yaroslavna-1
Impressionism/claude-monet_water-lilies-11.jpg,4,flower painting,152,claude-monet/water-lilies-11
Northern_Renaissance/albrecht-durer_head-of-a-stag.jpg,0,animal painting,157,albrecht-durer/head-of-a-stag
Symbolism/nicholas-roerich_lake-1915.jpg,14,cloudscape,164,nicholas-roerich/lake-1915
Naive_Art_Primitivism/boris-kustodiev_gate-laputin-s-house-1922.jpg,1,literary painting,155,boris-kustodiev/gate-laputin-s-house-1922
Impressionism/claude-monet_ships-in-harbor.jpg,4,marina,152,claude-monet/ships-in-harbor
Post_Impressionism/pyotr-konchalovsky_still-life-malwa-1921.jpg,18,flower painting,160,pyotr-konchalovsky/still-life-malwa-1921
Impressionism/eugene-boudin_seascape-1.jpg,6,cloudscape,152,eugene-boudin/seascape-1
Art_Nouveau_Modern/raphael-kirchner_salome.jpg,19,literary painting,143,raphael-kirchner/salome
Romanticism/ivan-aivazovsky_sunny-day-1884.jpg,9,marina,163,ivan-aivazovsky/sunny-day-1884
Post_Impressionism/vincent-van-gogh_sunflowers-1888.jpg,22,flower painting,160,vincent-van-gogh/sunflowers-1888
Impressionism/edgar-degas_study-of-horses.jpg,5,animal painting,152,edgar-degas/study-of-horses
Post_Impressionism/paul-cezanne_bouquet-of-flowers.jpg,16,flower painting,160,paul-cezanne/bouquet-of-flowers
Post_Impressionism/vincent-van-gogh_dog(1).jpg,22,animal painting,160,vincent-van-gogh/dog
Art_Nouveau_Modern/raphael-kirchner_figures-on-turquoise-background-1901-3.jpg,19,design,143,raphael-kirchner/figures-on-turquoise-background-1901-3
Romanticism/ivan-aivazovsky_the-waves-1893.jpg,9,marina,163,ivan-aivazovsky/the-waves-1893
Realism/pyotr-konchalovsky_still-life-peonies-in-a-basket-1935.jpg,18,flower painting,161,pyotr-konchalovsky/still-life-peonies-in-a-basket-1935
Symbolism/nicholas-roerich_yarilin-calls-1919.jpg,14,mythological painting,164,nicholas-roerich/yarilin-calls-1919
Post_Impressionism/vincent-van-gogh_the-roofs-of-paris-1886.jpg,22,panorama,160,vincent-van-gogh/the-roofs-of-paris-1886
Post_Impressionism/vincent-van-gogh_self-portrait-with-felt-hat.jpg,22,self-portrait,160,vincent-van-gogh/self-portrait-with-felt-hat
Romanticism/ivan-aivazovsky_island-of-patmos-1854.jpg,9,marina,163,ivan-aivazovsky/island-of-patmos-1854
Romanticism/ivan-aivazovsky_sevastopol.jpg,9,marina,163,ivan-aivazovsky/sevastopol
Art_Nouveau_Modern/nicholas-roerich_pater-devil-1912.jpg,14,design,143,nicholas-roerich/pater-devil-1912
Northern_Renaissance/albrecht-durer_philosophia-personification-of-philosophy.jpg,0,allegorical painting,157,albrecht-durer/philosophia-personification-of-philosophy
Expressionism/martiros-saryan_morning-in-stavrin-1912.jpg,13,animal painting,149,martiros-saryan/morning-in-stavrin-1912
Art_Nouveau_Modern/nicholas-roerich_yaroslavna-1913.jpg,14,design,143,nicholas-roerich/yaroslavna-1913
Romanticism/ivan-aivazovsky_self-portrait-1880-1.jpg,9,self-portrait,163,ivan-aivazovsky/self-portrait-1880-1
Impressionism/eugene-boudin_norman-beach-arcenciel.jpg,6,cloudscape,152,eugene-boudin/norman-beach-arcenciel
Impressionism/claude-monet_gladiolus-1.jpg,4,flower painting,152,claude-monet/gladiolus-1
Impressionism/eugene-boudin_cows-in-the-fields.jpg,6,animal painting,152,eugene-boudin/cows-in-the-fields
Impressionism/pierre-auguste-renoir_gladiolas-in-a-blue-vase.jpg,17,flower painting,152,pierre-auguste-renoir/gladiolas-in-a-blue-vase
Realism/martiros-saryan_mountain-flowers-1967.jpg,13,flower painting,161,martiros-saryan/mountain-flowers-1967
Realism/martiros-saryan_flowers-1940.jpg,13,flower painting,161,martiros-saryan/flowers-1940
Art_Nouveau_Modern/raphael-kirchner_single-items-5.jpg,19,design,143,raphael-kirchner/single-items-5
Northern_Renaissance/albrecht-durer_hercules-effects-of-jealousy-1498.jpg,0,mythological painting,157,albrecht-durer/hercules-effects-of-jealousy-1498
Post_Impressionism/vincent-van-gogh_self-portrait-with-pallette-1889.jpg,22,self-portrait,160,vincent-van-gogh/self-portrait-with-pallette-1889
Impressionism/salvador-dali_boat.jpg,21,marina,152,salvador-dali/boat
Impressionism/claude-monet_water-lilies-nympheas-1907.jpg,4,flower painting,152,claude-monet/water-lilies-nympheas-1907
Symbolism/nicholas-roerich_logo-of-the-publishing-house-alatas-1923.jpg,14,design,164,nicholas-roerich/logo-of-the-publishing-house-alatas-1923
Romanticism/ivan-aivazovsky_after-the-storm.jpg,9,marina,163,ivan-aivazovsky/after-the-storm
Symbolism/nicholas-roerich_fire-paternoster-1907.jpg,14,design,164,nicholas-roerich/fire-paternoster-1907
Impressionism/claude-monet_water-lilies-27.jpg,4,flower painting,152,claude-monet/water-lilies-27
Impressionism/eugene-boudin_three-masted-ship-at-dock.jpg,6,marina,152,eugene-boudin/three-masted-ship-at-dock
Art_Nouveau_Modern/nicholas-roerich_tower-chamber-of-yaroslavna-1914.jpg,14,design,143,nicholas-roerich/tower-chamber-of-yaroslavna-1914
Impressionism/john-singer-sargent_giudecca.jpg,11,marina,152,john-singer-sargent/giudecca
Symbolism/nicholas-roerich_mill-in-the-mountains-1913.jpg,14,design,164,nicholas-roerich/mill-in-the-mountains-1913
Romanticism/ivan-aivazovsky_battle-of-chios-on-24-june-1770-1848.jpg,9,battle painting,163,ivan-aivazovsky/battle-of-chios-on-24-june-1770-1848
Realism/nicholas-roerich_duck-s-head.jpg,14,animal painting,161,nicholas-roerich/duck-s-head
Expressionism/pablo-picasso_studio-pigeons-velazquez-1957-2.jpg,15,interior,149,pablo-picasso/studio-pigeons-velazquez-1957-2
Art_Nouveau_Modern/raphael-kirchner_cigarettes-of-the-world-1900.jpg,19,advertisement,143,raphael-kirchner/cigarettes-of-the-world-1900
Realism/boris-kustodiev_f-v-dubasov-1906.jpg,1,caricature,161,boris-kustodiev/f-v-dubasov-1906
Impressionism/pierre-auguste-renoir_anemones-1898.jpg,17,flower painting,152,pierre-auguste-renoir/anemones-1898
Realism/pyotr-konchalovsky_lilacs-in-a-purse-on-the-floor-1955.jpg,18,flower painting,161,pyotr-konchalovsky/lilacs-in-a-purse-on-the-floor-1955
Realism/ilya-repin_sadko-1876.jpg,8,literary painting,161,ilya-repin/sadko-1876
Romanticism/ivan-aivazovsky_shipwreck-of-lefort-1858.jpg,9,symbolic painting,163,ivan-aivazovsky/shipwreck-of-lefort-1858
Realism/pyotr-konchalovsky_still-life-lilac-against-the-green-shutters-1947.jpg,18,flower painting,161,pyotr-konchalovsky/still-life-lilac-against-the-green-shutters-1947
Naive_Art_Primitivism/marc-chagall_lid-meeting-of-isaac-and-rebecca-1980.jpg,12,design,155,marc-chagall/lid-meeting-of-isaac-and-rebecca-1980
Impressionism/edgar-degas_interior-the-rape-1869.jpg,5,interior,152,edgar-degas/interior-the-rape-1869
Realism/pyotr-konchalovsky_still-life-a-small-bouquet-1951.jpg,18,flower painting,161,pyotr-konchalovsky/still-life-a-small-bouquet-1951
Impressionism/pierre-auguste-renoir_seascape-near-berneval-1879.jpg,17,marina,152,pierre-auguste-renoir/seascape-near-berneval-1879
Realism/boris-kustodiev_portrait-of-barin-laputin-1922.jpg,1,literary painting,161,boris-kustodiev/portrait-of-barin-laputin-1922
Impressionism/pierre-auguste-renoir_roses-in-a-vase.jpg,17,flower painting,152,pierre-auguste-renoir/roses-in-a-vase
Realism/boris-kustodiev_joining-kazan-to-russia-allegory-1913.jpg,1,allegorical painting,161,boris-kustodiev/joining-kazan-to-russia-allegory-1913
Cubism/pablo-picasso_bull-plate-vi-1945.jpg,15,animal painting,147,pablo-picasso/bull-plate-vi-1945
Post_Impressionism/vincent-van-gogh_vase-with-zinnias-1886.jpg,22,flower painting,160,vincent-van-gogh/vase-with-zinnias-1886
Impressionism/pierre-auguste-renoir_roses-1910.jpg,17,flower painting,152,pierre-auguste-renoir/roses-1910
Cubism/pablo-picasso_a-glass-of-absinthe-1914.jpg,15,sculpture,147,pablo-picasso/a-glass-of-absinthe-1914
Romanticism/ivan-aivazovsky_sea-1864.jpg,9,marina,163,ivan-aivazovsky/sea-1864
Symbolism/nicholas-roerich_the-rite-of-spring-1945-1.jpg,14,design,164,nicholas-roerich/the-rite-of-spring-1945-1
Realism/pyotr-konchalovsky_still-life-with-lilac.jpg,18,flower painting,161,pyotr-konchalovsky/still-life-with-lilac
Symbolism/martiros-saryan_the-curtain-of-the-state-drama-theater-of-armenia-1923.jpg,13,design,164,martiros-saryan/the-curtain-of-the-state-drama-theater-of-armenia-1923
Art_Nouveau_Modern/nicholas-roerich_corridors-of-the-castle-dungeons-1913.jpg,14,design,143,nicholas-roerich/corridors-of-the-castle-dungeons-1913
Impressionism/claude-monet_water-lily-pond-1919-1.jpg,4,flower painting,152,claude-monet/water-lily-pond-1919-1
Expressionism/martiros-saryan_illustration-to-armenian-folk-tales-1937.jpg,13,design,149,martiros-saryan/illustration-to-armenian-folk-tales-1937
Art_Nouveau_Modern/nicholas-roerich_in-the-castle-1913.jpg,14,design,143,nicholas-roerich/in-the-castle-1913
Impressionism/pierre-auguste-renoir_vase-of-lilacs-and-roses.jpg,17,flower painting,152,pierre-auguste-renoir/vase-of-lilacs-and-roses
Impressionism/edgar-degas_sitting-woman-drying-herself-1.jpg,5,sculpture,152,edgar-degas/sitting-woman-drying-herself-1
Northern_Renaissance/albrecht-durer_hare-1528-1.jpg,0,animal painting,157,albrecht-durer/hare-1528-1
Art_Nouveau_Modern/nicholas-roerich_battle-of-kerzhenets-1911.jpg,14,battle painting,143,nicholas-roerich/battle-of-kerzhenets-1911
Post_Impressionism/pablo-picasso_design-of-costume-for-pulcinella-1920.jpg,15,design,160,pablo-picasso/design-of-costume-for-pulcinella-1920
Impressionism/pierre-auguste-renoir_seascape-1879.jpg,17,marina,152,pierre-auguste-renoir/seascape-1879
Realism/boris-kustodiev_self-portrait-with-wife-1918.jpg,1,self-portrait,161,boris-kustodiev/self-portrait-with-wife-1918
Realism/ilya-repin_ceremonial-meeting-of-the-state-council-on-may-7-1901-1903.jpg,8,history painting,161,ilya-repin/ceremonial-meeting-of-the-state-council-on-may-7-1901-1903
Art_Nouveau_Modern/raphael-kirchner_a-half-of-a-virgin-1901-3.jpg,19,design,143,raphael-kirchner/a-half-of-a-virgin-1901-3
Romanticism/ivan-aivazovsky_tempest-on-the-northern-sea-1865.jpg,9,marina,163,ivan-aivazovsky/tempest-on-the-northern-sea-1865
Art_Nouveau_Modern/raphael-kirchner_figures-on-turquoise-background-1901-2.jpg,19,design,143,raphael-kirchner/figures-on-turquoise-background-1901-2
Impressionism/claude-monet_open-sea.jpg,4,marina,152,claude-monet/open-sea
Art_Nouveau_Modern/nicholas-roerich_old-king-1910-1.jpg,14,symbolic painting,143,nicholas-roerich/old-king-1910-1
Art_Nouveau_Modern/raphael-kirchner_old-times.jpg,19,design,143,raphael-kirchner/old-times
Impressionism/pierre-auguste-renoir_bouquet-of-roses-in-a-vase-1900.jpg,17,flower painting,152,pierre-auguste-renoir/bouquet-of-roses-in-a-vase-1900
Art_Nouveau_Modern/raphael-kirchner_christmas-pictures-signed-with-paris-3.jpg,19,design,143,raphael-kirchner/christmas-pictures-signed-with-paris-3
Romanticism/ivan-aivazovsky_brig-mercury-attacked-by-two-turkish-ships-1892.jpg,9,marina,163,ivan-aivazovsky/brig-mercury-attacked-by-two-turkish-ships-1892
Realism/boris-kustodiev_finland-bouquet-1917.jpg,1,flower painting,161,boris-kustodiev/finland-bouquet-1917
Art_Nouveau_Modern/nicholas-roerich_knight-1912.jpg,14,design,143,nicholas-roerich/knight-1912
Art_Nouveau_Modern/boris-kustodiev_woman-from-tula-1926.jpg,1,design,143,boris-kustodiev/woman-from-tula-1926
Cubism/marc-chagall_self-portrait-with-palette-1917.jpg,12,self-portrait,147,marc-chagall/self-portrait-with-palette-1917
Realism/ilya-repin_self-portrait-1920.jpg,8,self-portrait,161,ilya-repin/self-portrait-1920
Symbolism/nicholas-roerich_morning-rider-1918-1.jpg,14,cloudscape,164,nicholas-roerich/morning-rider-1918-1
Art_Nouveau_Modern/nicholas-roerich_the-court-of-prince-vladimir-galitsky-study-of-scene-design-for-prince-igor-1914-3.jpg,14,design,143,nicholas-roerich/the-court-of-prince-vladimir-galitsky-study-of-scene-design-for-prince-igor-1914-3
Impressionism/pierre-auguste-renoir_roses-in-a-vase-1912.jpg,17,flower painting,152,pierre-auguste-renoir/roses-in-a-vase-1912
Art_Nouveau_Modern/boris-kustodiev_the-bolshevik-1920.jpg,1,allegorical painting,143,boris-kustodiev/the-bolshevik-1920
Impressionism/eugene-boudin_deauville-docked-boats.jpg,6,marina,152,eugene-boudin/deauville-docked-boats
Art_Nouveau_Modern/nicholas-roerich_ominous-1901.jpg,14,animal painting,143,nicholas-roerich/ominous-1901
Romanticism/ivan-aivazovsky_the-roads-at-kronstadt-1840.jpg,9,marina,163,ivan-aivazovsky/the-roads-at-kronstadt-1840
Art_Nouveau_Modern/nicholas-roerich_tent-of-ivan-the-terrible-1909-1.jpg,14,design,143,nicholas-roerich/tent-of-ivan-the-terrible-1909-1
Art_Nouveau_Modern/raphael-kirchner_victory.jpg,19,design,143,raphael-kirchner/victory
Post_Impressionism/pyotr-konchalovsky_design-for-the-opera-by-wolfgang-amadeus-mozart-don-giovanni-1913.jpg,18,design,160,pyotr-konchalovsky/design-for-the-opera-by-wolfgang-amadeus-mozart-don-giovanni-1913
Art_Nouveau_Modern/raphael-kirchner_roma-2.jpg,19,design,143,raphael-kirchner/roma-2
Impressionism/eugene-boudin_the-lock-at-trouville-1894.jpg,6,marina,152,eugene-boudin/the-lock-at-trouville-1894
Art_Nouveau_Modern/nicholas-roerich_yaroslavna-s-lament-1914.jpg,14,design,143,nicholas-roerich/yaroslavna-s-lament-1914
Expressionism/martiros-saryan_self-portrait-1909-2.jpg,13,self-portrait,149,martiros-saryan/self-portrait-1909-2
Post_Impressionism/vincent-van-gogh_self-portrait-with-bandaged-ear-1889-1.jpg,22,self-portrait,160,vincent-van-gogh/self-portrait-with-bandaged-ear-1889-1
Impressionism/eugene-boudin_the-deauville-basin-1887.jpg,6,marina,152,eugene-boudin/the-deauville-basin-1887
Impressionism/edgar-degas_degas-in-a-green-jacket-1856.jpg,5,self-portrait,152,edgar-degas/degas-in-a-green-jacket-1856
Northern_Renaissance/albrecht-durer_a-sea-monster-bearing-away-a-princess-1528.jpg,0,mythological painting,157,albrecht-durer/a-sea-monster-bearing-away-a-princess-1528
Realism/boris-kustodiev_officers-near-the-carriage-1905.jpg,1,literary painting,161,boris-kustodiev/officers-near-the-carriage-1905
Romanticism/ivan-aivazovsky_sea-2.jpg,9,marina,163,ivan-aivazovsky/sea-2
Romanticism/ivan-aivazovsky_capture-turkish-kocherma-1880.jpg,9,marina,163,ivan-aivazovsky/capture-turkish-kocherma-1880
Art_Nouveau_Modern/nicholas-roerich_oze-s-hut-1912.jpg,14,design,143,nicholas-roerich/oze-s-hut-1912
Romanticism/ivan-aivazovsky_seascape-koktebel-1889.jpg,9,marina,163,ivan-aivazovsky/seascape-koktebel-1889
Impressionism/claude-monet_bouquet-of-gadiolas-lilies-and-dasies.jpg,4,flower painting,152,claude-monet/bouquet-of-gadiolas-lilies-and-dasies
Post_Impressionism/vincent-van-gogh_self-portrait-1887-8.jpg,22,self-portrait,160,vincent-van-gogh/self-portrait-1887-8
Cubism/pablo-picasso_cock-and-knife-1947.jpg,15,animal painting,147,pablo-picasso/cock-and-knife-1947
Art_Nouveau_Modern/nicholas-roerich_shepherd-1912.jpg,14,design,143,nicholas-roerich/shepherd-1912
Impressionism/pierre-auguste-renoir_chrysan-the-mums-1882.jpg,17,flower painting,152,pierre-auguste-renoir/chrysan-the-mums-1882
Symbolism/nicholas-roerich_three-swords-paintings-on-the-stone-1932.jpg,14,mythological painting,164,nicholas-roerich/three-swords-paintings-on-the-stone-1932
Romanticism/ivan-aivazovsky_morning-bay-1878.jpg,9,marina,163,ivan-aivazovsky/morning-bay-1878
Impressionism/claude-monet_water-lilies-46.jpg,4,flower painting,152,claude-monet/water-lilies-46
Realism/pyotr-konchalovsky_turkey-with-the-family-1936.jpg,18,animal painting,161,pyotr-konchalovsky/turkey-with-the-family-1936
Romanticism/ivan-aivazovsky_morning-at-sea-1849.jpg,9,marina,163,ivan-aivazovsky/morning-at-sea-1849
Impressionism/john-singer-sargent_shipping-majorca-1908.jpg,11,marina,152,john-singer-sargent/shipping-majorca-1908
Symbolism/nicholas-roerich_flying-carpet.jpg,14,mythological painting,164,nicholas-roerich/flying-carpet
Naive_Art_Primitivism/marc-chagall_tree-of-life-sketch-to-vitrage-in-chapelle-des-cordeliers-in-sarrebourg-1974-2.jpg,12,design,155,marc-chagall/tree-of-life-sketch-to-vitrage-in-chapelle-des-cordeliers-in-sarrebourg-1974-2
Art_Nouveau_Modern/raphael-kirchner_girls-with-purple-surrounds-1900-9.jpg,19,design,143,raphael-kirchner/girls-with-purple-surrounds-1900-9
Impressionism/childe-hassam_surf-and-rocks.jpg,3,marina,152,childe-hassam/surf-and-rocks
Realism/nicholas-roerich_bekas-1893.jpg,14,animal painting,161,nicholas-roerich/bekas-1893
Realism/ilya-repin_horse.jpg,8,animal painting,161,ilya-repin/horse
Art_Nouveau_Modern/raphael-kirchner_elves-1903.jpg,19,poster,143,raphael-kirchner/elves-1903
Art_Nouveau_Modern/nicholas-roerich_people-old-man-1913.jpg,14,design,143,nicholas-roerich/people-old-man-1913
Symbolism/nicholas-roerich_jeanne-d-arc-in-the-fire-1930.jpg,14,history painting,164,nicholas-roerich/jeanne-d-arc-in-the-fire-1930
Northern_Renaissance/albrecht-durer_the-tuft-of-grass-minor.jpg,0,flower painting,157,albrecht-durer/the-tuft-of-grass-minor
Impressionism/camille-pissarro_self-portrait-1873.jpg,2,self-portrait,152,camille-pissarro/self-portrait-1873
Naive_Art_Primitivism/marc-chagall_homage-to-hungary-1956.jpg,12,symbolic painting,155,marc-chagall/homage-to-hungary-1956
Post_Impressionism/paul-cezanne_self-portrait-1880-1.jpg,16,self-portrait,160,paul-cezanne/self-portrait-1880-1
Impressionism/eugene-boudin_le-havre-1890.jpg,6,marina,152,eugene-boudin/le-havre-1890
Expressionism/martiros-saryan_flowers-of-kalaki-1914.jpg,13,flower painting,149,martiros-saryan/flowers-of-kalaki-1914
Baroque/rembrandt_self-portrait-as-the-apostle-paul-1661.jpg,20,self-portrait,144,rembrandt/self-portrait-as-the-apostle-paul-1661
Art_Nouveau_Modern/raphael-kirchner_girls-faces-with-red-border-1.jpg,19,design,143,raphael-kirchner/girls-faces-with-red-border-1
Cubism/pyotr-konchalovsky_self-portrait-1912.jpg,18,self-portrait,147,pyotr-konchalovsky/self-portrait-1912
Art_Nouveau_Modern/nicholas-roerich_shchegolikha-1912-1.jpg,14,design,143,nicholas-roerich/shchegolikha-1912-1
Cubism/pablo-picasso_bull-plate-ix-1946.jpg,15,animal painting,147,pablo-picasso/bull-plate-ix-1946
Naive_Art_Primitivism/marc-chagall_interior-with-flowers-1918.jpg,12,interior,155,marc-chagall/interior-with-flowers-1918
Expressionism/pablo-picasso_self-portrait-1901-2.jpg,15,self-portrait,149,pablo-picasso/self-portrait-1901-2
Impressionism/claude-monet_water-lilies-1915.jpg,4,flower painting,152,claude-monet/water-lilies-1915
Impressionism/pierre-auguste-renoir_peonies-1878.jpg,17,flower painting,152,pierre-auguste-renoir/peonies-1878
Expressionism/martiros-saryan_steppe-flowers-1909.jpg,13,flower painting,149,martiros-saryan/steppe-flowers-1909
Impressionism/edgar-degas_sitting-woman-drying-herself.jpg,5,sculpture,152,edgar-degas/sitting-woman-drying-herself
